,Unnamed: 0,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final,sentiment
518,518, susi tri andarwati ya emang pemerintah tpi masalahnya tuh ruu masih mangkrak alias belum di sahkan jadi belum ada payung hukum buat menindak pelaku perzinahan secara luas kalo soal permendikbud itu emang bener gak ada kata zina atau seks bebas tpi yg di protes kaum islamis itu frasa tanpa persetujuan ,netral,"['susi', 'tri', 'andarwati', 'ya', 'emang', 'pemerintah', 'tpi', 'masalahnya', 'tuh', 'ruu', 'masih', 'mangkrak', 'alias', 'belum', 'di', 'sahkan', 'jadi', 'belum', 'ada', 'payung', 'hukum', 'buat', 'menindak', 'pelaku', 'perzinahan', 'secara', 'luas', 'kalo', 'soal', 'permendikbud', 'itu', 'emang', 'bener', 'gak', 'ada', 'kata', 'zina', 'atau', 'seks', 'bebas', 'tpi', 'yg', 'di', 'protes', 'kaum', 'islamis', 'itu', 'frasa', 'tanpa', 'persetujuan']","['susi', 'tri', 'andarwati', 'emang', 'pemerintah', 'tpi', 'ruu', 'mangkrak', 'alias', 'belum', 'sahkan', 'belum', 'payung', 'hukum', 'menindak', 'pelaku', 'perzinahan', 'luas', 'permendikbud', 'emang', 'bener', 'gak', 'zina', 'seks', 'bebas', 'tpi', 'protes', 'kaum', 'islamis', 'frasa', 'persetujuan']","['sus', 'tri', 'andarwati', 'emang', 'perintah', 'tpi', 'ruu', 'mangkrak', 'alias', 'belum', 'sahkan', 'belum', 'payung', 'hukum', 'tindak', 'laku', 'perzinahan', 'luas', 'permendikbud', 'emang', 'bener', 'gak', 'zina', 'seks', 'bebas', 'tpi', 'protes', 'kaum', 'islamis', 'frasa', 'tuju']",sus tri andarwati emang perintah tpi ruu mangkrak alias belum sahkan belum payung hukum tindak laku perzinahan luas permendikbud emang bener gak zina seks bebas tpi protes kaum islamis frasa tuju,1.0
519,519, susi tri andarwati mungkin kalo permendikbud sedikit di revisi ya mungkin juga kaum islamis akan lebih legowo dengan permendikbud ini,negatif,"['susi', 'tri', 'andarwati', 'mungkin', 'kalo', 'permendikbud', 'sedikit', 'di', 'revisi', 'ya', 'mungkin', 'juga', 'kaum', 'islamis', 'akan', 'lebih', 'legowo', 'dengan', 'permendikbud', 'ini']","['susi', 'tri', 'andarwati', 'permendikbud', 'revisi', 'kaum', 'islamis', 'legowo', 'permendikbud']","['sus', 'tri', 'andarwati', 'permendikbud', 'revisi', 'kaum', 'islamis', 'legowo', 'permendikbud']",sus tri andarwati permendikbud revisi kaum islamis legowo permendikbud,0.0
520,520, akhsan andi halah ga solusiable spk agamais tp diem aja pas ada pelecehan dipesantren atau tempat pendidikan sampe keluarga lu yg kena mungkin lu bakal nikahin pelaku pelecehan sama keluarga lu yg jd korban maklum pemikiran tertinggal bin bobrok,netral,"['akhsan', 'andi', 'halah', 'ga', 'solusiable', 'spk', 'agamais', 'tp', 'diem', 'aja', 'pas', 'ada', 'pelecehan', 'dipesantren', 'atau', 'tempat', 'pendidikan', 'sampe', 'keluarga', 'lu', 'yg', 'kena', 'mungkin', 'lu', 'bakal', 'nikahin', 'pelaku', 'pelecehan', 'sama', 'keluarga', 'lu', 'yg', 'jd', 'korban', 'maklum', 'pemikiran', 'tertinggal', 'bin', 'bobrok']","['akhsan', 'andi', 'halah', 'ga', 'solusiable', 'spk', 'agamais', 'tp', 'diem', 'pelecehan', 'dipesantren', 'pendidikan', 'sampe', 'keluarga', 'lu', 'kena', 'lu', 'nikahin', 'pelaku', 'pelecehan', 'keluarga', 'lu', 'jd', 'korban', 'maklum', 'pemikiran', 'tertinggal', 'bobrok']","['akhsan', 'andi', 'halah', 'ga', 'solusiable', 'spk', 'agamais', 'tp', 'diem', 'leceh', 'pesantren', 'didik', 'sampe', 'keluarga', 'lu', 'kena', 'lu', 'nikahin', 'laku', 'leceh', 'keluarga', 'lu', 'jd', 'korban', 'maklum', 'pikir', 'tinggal', 'bobrok']",akhsan andi halah ga solusiable spk agamais tp diem leceh pesantren didik sampe keluarga lu kena lu nikahin laku leceh keluarga lu jd korban maklum pikir tinggal bobrok,0.0
521,521, raja bla bla bla mucho texto kalo gitu nikmatin aja perseteruan ini wkwkwkwk,netral,"['raja', 'bla', 'bla', 'bla', 'mucho', 'texto', 'kalo', 'gitu', 'nikmatin', 'aja', 'perseteruan', 'ini', 'wkwkwkwk']","['raja', 'bla', 'bla', 'bla', 'mucho', 'texto', 'gitu', 'nikmatin', 'perseteruan', 'wkwkwkwk']","['raja', 'bla', 'bla', 'bla', 'mucho', 'texto', 'gitu', 'nikmatin', 'seteru', 'wkwkwkwk']",raja bla bla bla mucho texto gitu nikmatin seteru wkwkwkwk,0.0
522,522, akhsan andi menrisex ni berlebihan permen ni berlakunya di dunia pendidikan aja apa seluruhnya,netral,"['akhsan', 'andi', 'menrisex', 'ni', 'berlebihan', 'permen', 'ni', 'berlakunya', 'di', 'dunia', 'pendidikan', 'aja', 'apa', 'seluruhnya']","['akhsan', 'andi', 'menrisex', 'permen', 'berlakunya', 'dunia', 'pendidikan']","['akhsan', 'andi', 'menrisex', 'permen', 'laku', 'dunia', 'didik']",akhsan andi menrisex permen laku dunia didik,2.0
523,523,ente ngomong apa sih ente nanya atau bikin pernyataan ,netral,"['ente', 'ngomong', 'apa', 'sih', 'ente', 'nanya', 'atau', 'bikin', 'pernyataan']","['ente', 'ngomong', 'ente', 'nanya', 'pernyataan']","['ente', 'ngomong', 'ente', 'nanya', 'nyata']",ente ngomong ente nanya nyata,2.0
524,524, akhsan andi terus knp kalo ada frasa tanpa persetujuan kan udah betul itu kalo dg persetujuan artinya bukan pelecehan lha wong sama mau ,positif,"['akhsan', 'andi', 'terus', 'knp', 'kalo', 'ada', 'frasa', 'tanpa', 'persetujuan', 'kan', 'udah', 'betul', 'itu', 'kalo', 'dg', 'persetujuan', 'artinya', 'bukan', 'pelecehan', 'lha', 'wong', 'sama', 'mau']","['akhsan', 'andi', 'knp', 'frasa', 'persetujuan', 'udah', 'persetujuan', 'pelecehan', 'lha']","['akhsan', 'andi', 'knp', 'frasa', 'tuju', 'udah', 'tuju', 'leceh', 'lha']",akhsan andi knp frasa tuju udah tuju leceh lha,1.0
525,525,aduh udah males saya bahas lagi apalagi komen saya di balas sekarang,netral,"['aduh', 'udah', 'males', 'saya', 'bahas', 'lagi', 'apalagi', 'komen', 'saya', 'di', 'balas', 'sekarang']","['aduh', 'udah', 'males', 'bahas', 'komen', 'balas']","['aduh', 'udah', 'males', 'bahas', 'komen', 'balas']",aduh udah males bahas komen balas,0.0
526,526,hehehe betul yg terpenting setuju sama setuju,positif,"['hehehe', 'betul', 'yg', 'terpenting', 'setuju', 'sama', 'setuju']","['hehehe', 'terpenting', 'setuju', 'setuju']","['hehehe', 'penting', 'tuju', 'tuju']",hehehe penting tuju tuju,1.0
527,527,mslh prbuatan zinah kn dah ada aturanny sndri kuhp atau hukum agama msing lu komen kyak bocah paud dah gede tp bloon,netral,"['mslh', 'prbuatan', 'zinah', 'kn', 'dah', 'ada', 'aturanny', 'sndri', 'kuhp', 'atau', 'hukum', 'agama', 'msing', 'lu', 'komen', 'kyak', 'bocah', 'paud', 'dah', 'gede', 'tp', 'bloon']","['mslh', 'prbuatan', 'zinah', 'kn', 'dah', 'aturanny', 'sndri', 'kuhp', 'hukum', 'agama', 'msing', 'lu', 'komen', 'kyak', 'bocah', 'paud', 'dah', 'gede', 'tp', 'bloon']","['mslh', 'prbuatan', 'zinah', 'kn', 'dah', 'aturanny', 'sndri', 'kuhp', 'hukum', 'agama', 'msing', 'lu', 'komen', 'kyak', 'bocah', 'paud', 'dah', 'gede', 'tp', 'bloon']",mslh prbuatan zinah kn dah aturanny sndri kuhp hukum agama msing lu komen kyak bocah paud dah gede tp bloon,0.0
528,528, wonggemblung seneng ni yee udeh bebas maen di kampus hemat bro ga usah ke hotel dilindungi negara bwahahaahah,netral,"['wonggemblung', 'seneng', 'ni', 'yee', 'udeh', 'bebas', 'maen', 'di', 'kampus', 'hemat', 'bro', 'ga', 'usah', 'ke', 'hotel', 'dilindungi', 'negara', 'bwahahaahah']","['wonggemblung', 'seneng', 'yee', 'udeh', 'bebas', 'maen', 'kampus', 'hemat', 'ga', 'hotel', 'dilindungi', 'negara', 'bwahahaahah']","['wonggemblung', 'neng', 'yee', 'udeh', 'bebas', 'maen', 'kampus', 'hemat', 'ga', 'hotel', 'lindung', 'negara', 'bwahahaahah']",wonggemblung neng yee udeh bebas maen kampus hemat ga hotel lindung negara bwahahaahah,1.0
529,529, rush day ya gni kalo toge dksih otak trs maen hp goblokny natural ,netral,"['rush', 'day', 'ya', 'gni', 'kalo', 'toge', 'dksih', 'otak', 'trs', 'maen', 'hp', 'goblokny', 'natural']","['rush', 'day', 'gni', 'toge', 'dksih', 'otak', 'trs', 'maen', 'hp', 'goblokny', 'natural']","['rush', 'day', 'gni', 'toge', 'dksih', 'otak', 'trs', 'maen', 'hp', 'goblokny', 'natural']",rush day gni toge dksih otak trs maen hp goblokny natural,1.0
530,530, julian  yaelah cuan banyak nih tukang eceran kond di kampus gas langsung stock banyakin ahahaaha,netral,"['julian', 'yaelah', 'cuan', 'banyak', 'nih', 'tukang', 'eceran', 'kond', 'di', 'kampus', 'gas', 'langsung', 'stock', 'banyakin', 'ahahaaha']","['julian', 'yaelah', 'cuan', 'tukang', 'eceran', 'kond', 'kampus', 'gas', 'langsung', 'stock', 'banyakin', 'ahahaaha']","['juli', 'yaelah', 'cuan', 'tukang', 'ecer', 'kond', 'kampus', 'gas', 'langsung', 'stock', 'banyakin', 'ahahaaha']",juli yaelah cuan tukang ecer kond kampus gas langsung stock banyakin ahahaaha,0.0
531,531, rush day trnyta cuma drone kelas paud yg ngoceh ,netral,"['rush', 'day', 'trnyta', 'cuma', 'drone', 'kelas', 'paud', 'yg', 'ngoceh']","['rush', 'day', 'trnyta', 'drone', 'kelas', 'paud', 'ngoceh']","['rush', 'day', 'trnyta', 'drone', 'kelas', 'paud', 'ngoceh']",rush day trnyta drone kelas paud ngoceh,0.0
532,532,setujuuj dan pakek pakean pantai lebih joos broow,positif,"['setujuuj', 'dan', 'pakek', 'pakean', 'pantai', 'lebih', 'joos', 'broow']","['setujuuj', 'pakek', 'pakean', 'pantai', 'joos', 'broow']","['setujuuj', 'pakek', 'pakean', 'pantai', 'joos', 'broow']",setujuuj pakek pakean pantai joos broow,1.0
533,533, julian  karena kadrun yg cerdas meggunakan akal sehat gak ada permen aja nyuri kesempatan apalagi ada permen lebih berani aku yakin selama manusia masih bermoral berahlaq dan betul taat agama gak mungkin terjadi makanya ayo semua ikuti perintah agama dan tinggalkan larangan agama masing broow ,netral,"['julian', 'karena', 'kadrun', 'yg', 'cerdas', 'meggunakan', 'akal', 'sehat', 'gak', 'ada', 'permen', 'aja', 'nyuri', 'kesempatan', 'apalagi', 'ada', 'permen', 'lebih', 'berani', 'aku', 'yakin', 'selama', 'manusia', 'masih', 'bermoral', 'berahlaq', 'dan', 'betul', 'taat', 'agama', 'gak', 'mungkin', 'terjadi', 'makanya', 'ayo', 'semua', 'ikuti', 'perintah', 'agama', 'dan', 'tinggalkan', 'larangan', 'agama', 'masing', 'broow']","['julian', 'kadrun', 'cerdas', 'meggunakan', 'akal', 'sehat', 'gak', 'permen', 'nyuri', 'kesempatan', 'permen', 'berani', 'manusia', 'bermoral', 'berahlaq', 'taat', 'agama', 'gak', 'ayo', 'ikuti', 'perintah', 'agama', 'tinggalkan', 'larangan', 'agama', 'broow']","['juli', 'kadrun', 'cerdas', 'meggunakan', 'akal', 'sehat', 'gak', 'permen', 'nyuri', 'sempat', 'permen', 'berani', 'manusia', 'moral', 'berahlaq', 'taat', 'agama', 'gak', 'ayo', 'ikut', 'perintah', 'agama', 'tinggal', 'larang', 'agama', 'broow']",juli kadrun cerdas meggunakan akal sehat gak permen nyuri sempat permen berani manusia moral berahlaq taat agama gak ayo ikut perintah agama tinggal larang agama broow,1.0
534,534,aturan dari allah saja sering dilanggar para pelaku kekerasan seksual yang melakukan kekerasan seksual apalagi aturan yang dibuat manusia,netral,"['aturan', 'dari', 'allah', 'saja', 'sering', 'dilanggar', 'para', 'pelaku', 'kekerasan', 'seksual', 'yang', 'melakukan', 'kekerasan', 'seksual', 'apalagi', 'aturan', 'yang', 'dibuat', 'manusia']","['aturan', 'allah', 'dilanggar', 'pelaku', 'kekerasan', 'seksual', 'kekerasan', 'seksual', 'aturan', 'manusia']","['atur', 'allah', 'langgar', 'laku', 'keras', 'seksual', 'keras', 'seksual', 'atur', 'manusia']",atur allah langgar laku keras seksual keras seksual atur manusia,0.0
535,535,karena senjatanya beda mas ada senjata lain yang digunakan untuk memberantasnya ada di kuhp yang bahas tindakan asusila,netral,"['karena', 'senjatanya', 'beda', 'mas', 'ada', 'senjata', 'lain', 'yang', 'digunakan', 'untuk', 'memberantasnya', 'ada', 'di', 'kuhp', 'yang', 'bahas', 'tindakan', 'asusila']","['senjatanya', 'beda', 'mas', 'senjata', 'memberantasnya', 'kuhp', 'bahas', 'tindakan', 'asusila']","['senjata', 'beda', 'mas', 'senjata', 'berantas', 'kuhp', 'bahas', 'tindak', 'asusila']",senjata beda mas senjata berantas kuhp bahas tindak asusila,0.0
536,536,ibarat nila setitik rusak susu sebelanga pasal  direvisi lagi apalagi itu sangat liberal menghalalkan penzinahan,negatif,"['ibarat', 'nila', 'setitik', 'rusak', 'susu', 'sebelanga', 'pasal', 'direvisi', 'lagi', 'apalagi', 'itu', 'sangat', 'liberal', 'menghalalkan', 'penzinahan']","['nila', 'setitik', 'rusak', 'susu', 'sebelanga', 'pasal', 'direvisi', 'liberal', 'menghalalkan', 'penzinahan']","['nila', 'titik', 'rusak', 'susu', 'belanga', 'pasal', 'revisi', 'liberal', 'halal', 'penzinahan']",nila titik rusak susu belanga pasal revisi liberal halal penzinahan,0.0
537,537,sekalian pak nadiem kurikulum pendidikannya ditambahi pelajaran cara seks bebas dan merayu pelacur hukum negara semakin hari semakin mjd korban yg diatur bukan yg mengatur ,netral,"['sekalian', 'pak', 'nadiem', 'kurikulum', 'pendidikannya', 'ditambahi', 'pelajaran', 'cara', 'seks', 'bebas', 'dan', 'merayu', 'pelacur', 'hukum', 'negara', 'semakin', 'hari', 'semakin', 'mjd', 'korban', 'yg', 'diatur', 'bukan', 'yg', 'mengatur']","['nadiem', 'kurikulum', 'pendidikannya', 'ditambahi', 'pelajaran', 'seks', 'bebas', 'merayu', 'pelacur', 'hukum', 'negara', 'mjd', 'korban', 'diatur', 'mengatur']","['nadiem', 'kurikulum', 'didik', 'tambah', 'ajar', 'seks', 'bebas', 'rayu', 'lacur', 'hukum', 'negara', 'mjd', 'korban', 'atur', 'atur']",nadiem kurikulum didik tambah ajar seks bebas rayu lacur hukum negara mjd korban atur atur,1.0
538,538,entah apa yg merasukimu,netral,"['entah', 'apa', 'yg', 'merasukimu']",['merasukimu'],['rasuk'],rasuk,0.0
539,539,turuut menyimaak ,netral,"['turuut', 'menyimaak']","['turuut', 'menyimaak']","['turuut', 'menyimaak']",turuut menyimaak,2.0
540,540,direvisi aja kata gus dur gitu aja kok repot ,negatif,"['direvisi', 'aja', 'kata', 'gus', 'dur', 'gitu', 'aja', 'kok', 'repot']","['direvisi', 'gus', 'dur', 'gitu', 'repot']","['revisi', 'gus', 'dur', 'gitu', 'repot']",revisi gus dur gitu repot,0.0
541,541,muhammadiyah ikadi mui khususnya dari prof cholis nafis tegas menolak dan suruh cabut permendikbudristek no  th  nu suaranya mana oh iya sudah diwakili prof cholil nafis ,negatif,"['muhammadiyah', 'ikadi', 'mui', 'khususnya', 'dari', 'prof', 'cholis', 'nafis', 'tegas', 'menolak', 'dan', 'suruh', 'cabut', 'permendikbudristek', 'no', 'th', 'nu', 'suaranya', 'mana', 'oh', 'iya', 'sudah', 'diwakili', 'prof', 'cholil', 'nafis']","['muhammadiyah', 'ikadi', 'mui', 'prof', 'cholis', 'nafis', 'menolak', 'suruh', 'cabut', 'permendikbudristek', 'no', 'th', 'nu', 'suaranya', 'oh', 'iya', 'diwakili', 'prof', 'cholil', 'nafis']","['muhammadiyah', 'ikadi', 'mui', 'prof', 'cholis', 'naf', 'tolak', 'suruh', 'cabut', 'permendikbudristek', 'no', 'th', 'nu', 'suara', 'oh', 'iya', 'wakil', 'prof', 'cholil', 'naf']",muhammadiyah ikadi mui prof cholis naf tolak suruh cabut permendikbudristek no th nu suara oh iya wakil prof cholil naf,0.0
542,542,pks mana uu poligami blm turun,netral,"['pks', 'mana', 'uu', 'poligami', 'blm', 'turun']","['pks', 'uu', 'poligami', 'blm', 'turun']","['pks', 'uu', 'poligami', 'blm', 'turun']",pks uu poligami blm turun,1.0
543,543,negara bisa di truskan anak hasil zina baguslah dimcok,netral,"['negara', 'bisa', 'di', 'truskan', 'anak', 'hasil', 'zina', 'baguslah', 'dimcok']","['negara', 'truskan', 'anak', 'hasil', 'zina', 'baguslah', 'dimcok']","['negara', 'truskan', 'anak', 'hasil', 'zina', 'bagus', 'dimcok']",negara truskan anak hasil zina bagus dimcok,1.0
544,544,kalangan perguruan tinggi gak ada yg nolak dan sejak kapan orang jadi berzina karena peraturan menteri ,positif,"['kalangan', 'perguruan', 'tinggi', 'gak', 'ada', 'yg', 'nolak', 'dan', 'sejak', 'kapan', 'orang', 'jadi', 'berzina', 'karena', 'peraturan', 'menteri']","['kalangan', 'perguruan', 'gak', 'nolak', 'orang', 'berzina', 'peraturan', 'menteri']","['kalang', 'guru', 'gak', 'nolak', 'orang', 'zina', 'atur', 'menteri']",kalang guru gak nolak orang zina atur menteri,1.0
545,545,pak cecep bicaranya kurang jelas ,netral,"['pak', 'cecep', 'bicaranya', 'kurang', 'jelas']","['cecep', 'bicaranya']","['cecep', 'bicara']",cecep bicara,0.0
546,546,klu soal selangkangan pks cepat tangap ,netral,"['klu', 'soal', 'selangkangan', 'pks', 'cepat', 'tangap']","['klu', 'selangkangan', 'pks', 'cepat', 'tangap']","['klu', 'selangkang', 'pks', 'cepat', 'tangap']",klu selangkang pks cepat tangap,1.0
547,547,kalau pks sdh kritik pasti permen nya sdh benar lanjutkan mas menteri,positif,"['kalau', 'pks', 'sdh', 'kritik', 'pasti', 'permen', 'nya', 'sdh', 'benar', 'lanjutkan', 'mas', 'menteri']","['pks', 'kritik', 'permen', 'lanjutkan', 'mas', 'menteri']","['pks', 'kritik', 'permen', 'lanjut', 'mas', 'menteri']",pks kritik permen lanjut mas menteri,2.0
548,548,ingat anggota pks yg nonton bokep di ruang sidang bwahaha pks mau membela kasus kekerasan pada perempun mprett urusin aja kadermu yg kampanye poligami nggak semua perempuan dapat menerima poligami itulah kalian diskusikan dulu cari sensasi aja jalankan aja uunya supaya cepat ada tindakannya sambil jalan diamati dan direvisi jika perlu kakehan ngoceh,negatif,"['ingat', 'anggota', 'pks', 'yg', 'nonton', 'bokep', 'di', 'ruang', 'sidang', 'bwahaha', 'pks', 'mau', 'membela', 'kasus', 'kekerasan', 'pada', 'perempun', 'mprett', 'urusin', 'aja', 'kadermu', 'yg', 'kampanye', 'poligami', 'nggak', 'semua', 'perempuan', 'dapat', 'menerima', 'poligami', 'itulah', 'kalian', 'diskusikan', 'dulu', 'cari', 'sensasi', 'aja', 'jalankan', 'aja', 'uunya', 'supaya', 'cepat', 'ada', 'tindakannya', 'sambil', 'jalan', 'diamati', 'dan', 'direvisi', 'jika', 'perlu', 'kakehan', 'ngoceh']","['anggota', 'pks', 'nonton', 'bokep', 'ruang', 'sidang', 'bwahaha', 'pks', 'membela', 'kekerasan', 'perempun', 'mprett', 'urusin', 'kadermu', 'kampanye', 'poligami', 'nggak', 'perempuan', 'menerima', 'poligami', 'diskusikan', 'cari', 'sensasi', 'jalankan', 'uunya', 'cepat', 'tindakannya', 'jalan', 'diamati', 'direvisi', 'kakehan', 'ngoceh']","['anggota', 'pks', 'nonton', 'bokep', 'ruang', 'sidang', 'bwahaha', 'pks', 'bela', 'keras', 'rem', 'mprett', 'urusin', 'kader', 'kampanye', 'poligami', 'nggak', 'perempuan', 'terima', 'poligami', 'diskusi', 'cari', 'sensasi', 'jalan', 'uunya', 'cepat', 'tindak', 'jalan', 'amat', 'revisi', 'kakehan', 'ngoceh']",anggota pks nonton bokep ruang sidang bwahaha pks bela keras rem mprett urusin kader kampanye poligami nggak perempuan terima poligami diskusi cari sensasi jalan uunya cepat tindak jalan amat revisi kakehan ngoceh,0.0
549,549,legalkan zina pen jadi kek jepang kali ,netral,"['legalkan', 'zina', 'pen', 'jadi', 'kek', 'jepang', 'kali']","['legalkan', 'zina', 'jepang', 'kali']","['legal', 'zina', 'jepang', 'kali']",legal zina jepang kali,1.0
550,550,kalo spt ini justru nantinya byk kasus aborsi efek hamil diluar nikah,netral,"['kalo', 'spt', 'ini', 'justru', 'nantinya', 'byk', 'kasus', 'aborsi', 'efek', 'hamil', 'diluar', 'nikah']","['spt', 'byk', 'aborsi', 'efek', 'hamil', 'diluar', 'nikah']","['spt', 'byk', 'aborsi', 'efek', 'hamil', 'luar', 'nikah']",spt byk aborsi efek hamil luar nikah,0.0
551,551,peraturan itu sdh benar dan tepat kekerasan seksual harus dilawan dan dibrantas ,positif,"['peraturan', 'itu', 'sdh', 'benar', 'dan', 'tepat', 'kekerasan', 'seksual', 'harus', 'dilawan', 'dan', 'dibrantas']","['peraturan', 'kekerasan', 'seksual', 'dilawan', 'dibrantas']","['atur', 'keras', 'seksual', 'lawan', 'dibrantas']",atur keras seksual lawan dibrantas,0.0
552,552,tanda akhir zaman naudzubillah,netral,"['tanda', 'akhir', 'zaman', 'naudzubillah']","['tanda', 'zaman', 'naudzubillah']","['tanda', 'zaman', 'naudzubillah']",tanda zaman naudzubillah,0.0
553,553,innalilahi wa inalilahi rooji uun,netral,"['innalilahi', 'wa', 'inalilahi', 'rooji', 'uun']","['innalilahi', 'wa', 'inalilahi', 'rooji', 'uun']","['innalilahi', 'wa', 'inalilahi', 'rooji', 'uun']",innalilahi wa inalilahi rooji uun,2.0
554,554,moga aja oenggagas uu anak istrinya jadi korban dan plaku zina dan sek bbas aamiin,negatif,"['moga', 'aja', 'oenggagas', 'uu', 'anak', 'istrinya', 'jadi', 'korban', 'dan', 'plaku', 'zina', 'dan', 'sek', 'bbas', 'aamiin']","['moga', 'oenggagas', 'uu', 'anak', 'istrinya', 'korban', 'plaku', 'zina', 'sek', 'bbas', 'aamiin']","['moga', 'oenggagas', 'uu', 'anak', 'istri', 'korban', 'plaku', 'zina', 'sek', 'bbas', 'aamiin']",moga oenggagas uu anak istri korban plaku zina sek bbas aamiin,0.0
555,555,tidak mas ini mah beda kasus dan beda senjata kalau masalah kekerasan seksual di lingkungan kampus bisa ditembak pake permendikbudristek ini kalau ngomongin tindakan seksual yang atas persetujuan kedua belah pihak di kampus tindakan asusila itu bisa pakek peraturan peraturan di kampus pasti ada peraturan yang melarang tindakan asusila di kampus atau kode etik dosen misal pelaku adalah dosen terus juga ada di kuhp jadi senjatanya harus disesuaikan memang permendikbudristek ini gk bisa menindak pelaku asusila karena bukan ranahnya tapi ada mekanisme hukum lain yang jadi patokannya kalau gitu sih aku nangkepnya dari berbagai perbincangan mengenai hal ini jadi jangan bahas hal yang diluar konteks,positif,"['tidak', 'mas', 'ini', 'mah', 'beda', 'kasus', 'dan', 'beda', 'senjata', 'kalau', 'masalah', 'kekerasan', 'seksual', 'di', 'lingkungan', 'kampus', 'bisa', 'ditembak', 'pake', 'permendikbudristek', 'ini', 'kalau', 'ngomongin', 'tindakan', 'seksual', 'yang', 'atas', 'persetujuan', 'kedua', 'belah', 'pihak', 'di', 'kampus', 'tindakan', 'asusila', 'itu', 'bisa', 'pakek', 'peraturan', 'peraturan', 'di', 'kampus', 'pasti', 'ada', 'peraturan', 'yang', 'melarang', 'tindakan', 'asusila', 'di', 'kampus', 'atau', 'kode', 'etik', 'dosen', 'misal', 'pelaku', 'adalah', 'dosen', 'terus', 'juga', 'ada', 'di', 'kuhp', 'jadi', 'senjatanya', 'harus', 'disesuaikan', 'memang', 'permendikbudristek', 'ini', 'gk', 'bisa', 'menindak', 'pelaku', 'asusila', 'karena', 'bukan', 'ranahnya', 'tapi', 'ada', 'mekanisme', 'hukum', 'lain', 'yang', 'jadi', 'patokannya', 'kalau', 'gitu', 'sih', 'aku', 'nangkepnya', 'dari', 'berbagai', 'perbincangan', 'mengenai', 'hal', 'ini', 'jadi', 'jangan', 'bahas', 'hal', 'yang', 'diluar', 'konteks']","['tidak', 'mas', 'mah', 'beda', 'beda', 'senjata', 'kekerasan', 'seksual', 'lingkungan', 'kampus', 'ditembak', 'pake', 'permendikbudristek', 'ngomongin', 'tindakan', 'seksual', 'persetujuan', 'belah', 'kampus', 'tindakan', 'asusila', 'pakek', 'peraturan', 'peraturan', 'kampus', 'peraturan', 'melarang', 'tindakan', 'asusila', 'kampus', 'kode', 'etik', 'dosen', 'pelaku', 'dosen', 'kuhp', 'senjatanya', 'disesuaikan', 'permendikbudristek', 'gk', 'menindak', 'pelaku', 'asusila', 'ranahnya', 'mekanisme', 'hukum', 'patokannya', 'gitu', 'nangkepnya', 'perbincangan', 'jangan', 'bahas', 'diluar', 'konteks']","['tidak', 'mas', 'mah', 'beda', 'beda', 'senjata', 'keras', 'seksual', 'lingkung', 'kampus', 'tembak', 'pake', 'permendikbudristek', 'ngomongin', 'tindak', 'seksual', 'tuju', 'belah', 'kampus', 'tindak', 'asusila', 'pakek', 'atur', 'atur', 'kampus', 'atur', 'larang', 'tindak', 'asusila', 'kampus', 'kode', 'etik', 'dosen', 'laku', 'dosen', 'kuhp', 'senjata', 'sesuai', 'permendikbudristek', 'gk', 'tindak', 'laku', 'asusila', 'ranah', 'mekanisme', 'hukum', 'patok', 'gitu', 'nangkepnya', 'bincang', 'jangan', 'bahas', 'luar', 'konteks']",tidak mas mah beda beda senjata keras seksual lingkung kampus tembak pake permendikbudristek ngomongin tindak seksual tuju belah kampus tindak asusila pakek atur atur kampus atur larang tindak asusila kampus kode etik dosen laku dosen kuhp senjata sesuai permendikbudristek gk tindak laku asusila ranah mekanisme hukum patok gitu nangkepnya bincang jangan bahas luar konteks,0.0
